killer_champion	victim_champion
Miss Fortune	Ryze
Fizz	Shaco
Vel'Koz	Lee Sin
Corki	Twitch
Vel'Koz	Fizz
Ryze	Vel'Koz
Miss Fortune	Lee Sin
Shaco	Lee Sin
Talon	Corki
Fizz	Vel'Koz
Miss Fortune	Ryze
Talon	Trundle
Fizz	Twitch
Lee Sin	Talon
Fizz	Shaco
Lee Sin	Miss Fortune
Fizz	Twitch
Corki	Vel'Koz
Trundle	Talon
Lee Sin	Shaco
Talon	Corki
Lee Sin	Miss Fortune
Lee Sin	Talon
Twitch	Lee Sin
Corki	Miss Fortune
Vel'Koz	Corki
Fizz	Twitch
Ryze	Vel'Koz
Shaco	Fizz
Lee Sin	Talon
Vel'Koz	Fizz
Lee Sin	Shaco
Talon	Fizz
Ryze	Miss Fortune
Corki	Twitch
Lee Sin	Vel'Koz
Talon	Ryze
Corki	Talon
Corki	Shaco
Miss Fortune	Corki
Ryze	Miss Fortune
Vel'Koz	Fizz
Lee Sin	Twitch
Shaco	Ryze
Corki	Shaco
Corki	Vel'Koz
Lee Sin	Vel'Koz
Fizz	Shaco
Talon	Fizz
Ryze	Miss Fortune
Corki	Vel'Koz
Talon	Corki
Ryze	Talon
Ryze	Twitch
Shaco	Lee Sin
Twitch	Zilean
Twitch	Syndra
Lee Sin	Twitch
Draven	Miss Fortune
Zilean	Tahm Kench
Twitch	Miss Fortune
Draven	Zilean
Twitch	Miss Fortune
Lee Sin	Tahm Kench
Syndra	Draven
Lee Sin	Lissandra
Twitch	Zilean
Twitch	Fiora
Zilean	Twitch
Syndra	Lissandra
Tahm Kench	Miss Fortune
Miss Fortune	Twitch
Draven	Syndra
Twitch	Zilean
Miss Fortune	Draven
Zilean	Tahm Kench
Lee Sin	Twitch
Lee Sin	Morgana
Lee Sin	Tahm Kench
Syndra	Lissandra
Fiora	Tahm Kench
Tahm Kench	Miss Fortune
Fiora	Lissandra
Twitch	Lee Sin
Draven	Syndra
Miss Fortune	Morgana
Fiora	Twitch
Draven	Syndra
Lissandra	Lee Sin
Draven	Fiora
Lee Sin	Tahm Kench
Twitch	Syndra
Miss Fortune	Twitch
Draven	Miss Fortune
Zilean	Lissandra
Lee Sin	Draven
Syndra	Tahm Kench
Fiora	Twitch
Miss Fortune	Draven
Twitch	Miss Fortune
Syndra	Twitch
Syndra	Tahm Kench
Lissandra	Zilean
Morgana	Syndra
Syndra	Lissandra
Draven	Lee Sin
Fiora	Lissandra
Miss Fortune	Draven
Fiora	Morgana
Lee Sin	Tahm Kench
Miss Fortune	Twitch
Miss Fortune	Lissandra
Vayne	Braum
Fiora	Darius
Kassadin	Gangplank
Fiora	Darius
Ekko	Lucian
Lee Sin	Vayne
Fiora	Darius
Lucian	Vayne
Ekko	Lucian
Lee Sin	Darius
Lucian	Darius
Trundle	Lee Sin
Fiora	Vayne
Ekko	Fiora
Lucian	Gangplank
Kassadin	Darius
Lucian	Vayne
Gangplank	Lee Sin
Lucian	Gangplank
Ekko	Lucian
Kassadin	Trundle
Fiora	Ekko
Vayne	Kassadin
Braum	Darius
Lucian	Darius
Trundle	Fiora
Kassadin	Gangplank
Trundle	Braum
Kassadin	Vayne
Kassadin	Trundle
Kassadin	Darius
Ekko	Lee Sin
Fiora	Vayne
Kassadin	Ekko
Fiora	Darius
Fiora	Trundle
Lucian	Gangplank
Fiora	Vayne
Fiora	Darius
Gangplank	Braum
Gangplank	Kassadin
Ekko	Lucian
Fiora	Gangplank
Vayne	Fiora
Darius	Lee Sin
Kassadin	Ekko
Lee Sin	Darius
Fiora	Trundle
Ekko	Braum
Lee Sin	Ekko
Lucian	Vayne
Fiora	Darius
Fiora	Ekko
Fiora	Trundle
Vayne	Lucian
Fiora	Gangplank
Fiora	Vayne
Fiora	Darius
Fiora	Darius
Fiora	Vayne
Ekko	Lee Sin
Lucian	Gangplank
Fiora	Trundle
Kassadin	Ekko
Braum	Vayne
Braum	Darius
Vayne	Kassadin
Gangplank	Lucian
Fiora	Trundle
Fiora	Gangplank
Vayne	Lee Sin
Nidalee	Gangplank
Nidalee	Gangplank
Lucian	Soraka
Nidalee	Bard
Twisted Fate	Master Yi
Lulu	Nidalee
Twisted Fate	Lucian
Nidalee	Gangplank
Tristana	Master Yi
Tristana	Bard
Nasus	Gangplank
Lucian	Soraka
Tristana	Lucian
Master Yi	Nasus
Nidalee	Lucian
Tristana	Lulu
Master Yi	Soraka
Tristana	Master Yi
Nasus	Gangplank
Tristana	Bard
Twisted Fate	Lucian
Gangplank	Nidalee
Tristana	Lucian
Twisted Fate	Gangplank
Lulu	Tristana
Nidalee	Lucian
Lulu	Nidalee
Nasus	Master Yi
Gangplank	Soraka
Bard	Nasus
Lulu	Twisted Fate
Nidalee	Lucian
Tristana	Master Yi
Twisted Fate	Lucian
Nidalee	Master Yi
Syndra	Lux
Tristana	Lulu
Nidalee	Bard
Kennen	Galio
Bard	Syndra
Tristana	Lulu
Elise	Nidalee
Shen	Kennen
Elise	Shen
Syndra	Elise
Lulu	Tristana
Syndra	Lux
Syndra	Elise
Galio	Kennen
Elise	Galio
Syndra	Elise
Lux	Syndra
Elise	Shen
Lux	Nidalee
Galio	Kennen
Syndra	Lulu
Elise	Nidalee
Tristana	Kennen
Syndra	Elise
Tristana	Bard
Tristana	Lux
Tristana	Lulu
Bard	Shen
Tristana	Kennen
Lulu	Galio
Syndra	Elise
Nidalee	Lulu
Tristana	Bard
Bard	Trundle
Kennen	Rengar
Lissandra	Zac
Kassadin	Fizz
Kassadin	Fizz
Elise	Lee Sin
Elise	Bard
Kennen	Blitzcrank
Kennen	Kalista
Elise	Kennen
Fizz	Kassadin
Blitzcrank	Fizz
Kalista	Kennen
Darius	Jax
Kassadin	Lee Sin
Elise	Darius
Bard	Kalista
Bard	Blitzcrank
Jax	Lee Sin
Fizz	Jax
Elise	Fizz
Bard	Elise
Lee Sin	Blitzcrank
Kennen	Kalista
Kassadin	Fizz
Darius	Jax
Kassadin	Lee Sin
Kennen	Blitzcrank
Kennen	Kalista
Fizz	Jax
Kassadin	Bard
Kennen	Kassadin
Elise	Kennen
Darius	Elise
Bard	Kalista
Kassadin	Kennen
Fizz	Jax
Darius	Elise
Fizz	Kassadin
Kalista	Fizz
Kennen	Kassadin
Lee Sin	Elise
Kennen	Kalista
Lee Sin	Kassadin
Kennen	Blitzcrank
Lee Sin	Jax
Kennen	Kalista
Bard	Elise
Fizz	Kassadin
Kassadin	Varus
Rengar	Tahm Kench
Rumble	Lucian
Vayne	Janna
Tahm Kench	Rumble
Varus	Rengar
Kassadin	Varus
Shyvana	Kassadin
Rengar	Janna
Rengar	Lucian
Kassadin	Varus
Rengar	Varus
Nami	Janna
Rengar	Tahm Kench
Kassadin	Lucian
Shyvana	Rumble
Kassadin	Lucian
Kassadin	Lucian
Shyvana	Kassadin
Lucian	Bard
Rengar	Lulu
Rengar	Evelynn
Fizz	Rengar
Fizz	Talon
Talon	Fizz
Talon	Fizz
Fizz	Talon
Rengar	Lucian
Evelynn	Jayce
Jayce	Lulu
Evelynn	Talon
Lucian	Bard
Rengar	Lucian
Lucian	Tristana
Evelynn	Rengar
Talon	Thresh
Fizz	Talon
Fizz	Rengar
Talon	Evelynn
Fizz	Talon
Lucian	Bard
Lucian	Tristana
Jayce	Fizz
Rengar	Lucian
Evelynn	Bard
Thresh	Talon
Evelynn	Jayce
Thresh	Rengar
Evelynn	Jayce
Lucian	Talon
Rengar	Thresh
Lucian	Bard
Rengar	Lulu
Evelynn	Tristana
Jayce	Lucian
Evelynn	Jayce
Rengar	Fizz
Talon	Evelynn
Evelynn	Jayce
Lucian	Bard
Talon	Fizz
Lucian	Tristana
Evelynn	Bard
Thresh	Talon
Lucian	Jayce
Fizz	Rengar
Evelynn	Bard
Evelynn	Jayce
Lucian	Rengar
Fizz	Tristana
Lucian	Talon
Gangplank	Shen
Rengar	Lucian
Syndra	Zilean
Syndra	Zilean
Kennen	Lucian
Bard	Syndra
Syndra	Zilean
Rengar	Gangplank
Nidalee	Rengar
Nidalee	Shen
Nidalee	Zilean
Syndra	Bard
Gangplank	Shen
Bard	Syndra
Nidalee	Rengar
Rengar	Nidalee
Lucian	Rengar
Gangplank	Shen
Zilean	Gangplank
Nidalee	Zilean
Lucian	Kennen
Nidalee	Bard
Lucian	Rengar
Lucian	Kennen
Lucian	Bard
Rengar	Lucian
Syndra	Kennen
Syndra	Rengar
Syndra	Zilean
Shen	Lucian
Nidalee	Kennen
Gangplank	Bard
Syndra	Shen
Rengar	Gangplank
Rengar	Janna
Brand	Riven
Dr. Mundo	Brand
Dr. Mundo	Poppy
Poppy	Dr. Mundo
Ezreal	Alistar
Ryze	Renekton
Ezreal	Alistar
Ryze	Renekton
Ezreal	Lucian
Ryze	Poppy
Ezreal	Lucian
Riven	Ezreal
Riven	Blitzcrank
Renekton	Ryze
Poppy	Lucian
Poppy	Riven
Poppy	Alistar
Ryze	Renekton
Dr. Mundo	Brand
Lucian	Blitzcrank
Renekton	Ryze
Renekton	Dr. Mundo
Ezreal	Ryze
Lucian	Renekton
Lucian	Poppy
Ezreal	Alistar
Ezreal	Lucian
Poppy	Dr. Mundo
Ezreal	Riven
Brand	Ryze
Poppy	Alistar
Ezreal	Lucian
Poppy	Alistar
Blitzcrank	Ryze
Renekton	Riven
Dr. Mundo	Blitzcrank
Renekton	Alistar
Ryze	Brand
Renekton	Ryze
Lucian	Poppy
Renekton	Lucian
Ezreal	Dr. Mundo
Riven	Renekton
Riven	Ezreal
Poppy	Alistar
Lucian	Blitzcrank
Brand	Riven
Lucian	Brand
Ezreal	Ryze
Riven	Poppy
Ezreal	Alistar
Renekton	Dr. Mundo
Riven	Blitzcrank
Ezreal	Riven
Poppy	Riven
Lucian	Renekton
Brand	Lucian
Ezreal	Ryze
Ezreal	Dr. Mundo
Zac	Riven
Talon	Lulu
Rek'Sai	Jax
Riven	Jax
Talon	Lulu
Rek'Sai	Bard
Talon	Lucian
Bard	Alistar
Riven	Jax
Ezreal	Lucian
Lulu	Jax
Riven	Talon
Ezreal	Lucian
Riven	Bard
Riven	Talon
Zac	Riven
Alistar	Ezreal
Lulu	Jax
Bard	Lulu
Ezreal	Alistar
Rek'Sai	Jax
Lucian	Talon
Ezreal	Alistar
Lucian	Bard
Ezreal	Alistar
Lulu	Zac
Riven	Ezreal
Lulu	Jax
Riven	Talon
Lucian	Zac
Riven	Ezreal
Ezreal	Riven
Jax	Rek'Sai
Jax	Lucian
Jax	Alistar
Riven	Jax
Riven	Talon
Rek'Sai	Bard
Lulu	Jax
Riven	Zac
Alistar	Ezreal
Talon	Lucian
Talon	Lulu
Rek'Sai	Talon
Jax	Alistar
Talon	Lucian
Ezreal	Riven
Talon	Lulu
Jax	Alistar
Jax	Rek'Sai
Talon	Lulu
Riven	Jax
Riven	Talon
Bard	Lucian
Ezreal	Alistar
Riven	Bard
Ezreal	Riven
Riven	Jax
Riven	Talon
Lucian	Ezreal
Jax	Lucian
Lulu	Jax
Lulu	Zac
Riven	Bard
Lee Sin	Rek'Sai
Rumble	Bard
Bard	Lucian
Lee Sin	Kennen
Lissandra	Kassadin
Rek'Sai	Rumble
Rek'Sai	Lee Sin
Hecarim	Rumble
Lissandra	Kennen
Lissandra	Kassadin
Rumble	Rek'Sai
Hecarim	Rumble
Kassadin	Lee Sin
Lee Sin	Hecarim
Kennen	Rumble
Lissandra	Bard
Rek'Sai	Lissandra
Kassadin	Lucian
Lee Sin	Rek'Sai
Kassadin	Rumble
Kassadin	Braum
Lee Sin	Hecarim
Kassadin	Lee Sin
Lissandra	Rek'Sai
Lee Sin	Bard
Rumble	Rek'Sai
Lucian	Kennen
Kassadin	Lissandra
Rek'Sai	Rumble
Kassadin	Lucian
Lissandra	Hecarim
Rek'Sai	Braum
Lee Sin	Kennen
Kassadin	Lee Sin
Hecarim	Lissandra
Lissandra	Kennen
Rek'Sai	Lissandra
Lee Sin	Rek'Sai
Kassadin	Lucian
Kassadin	Lee Sin
Kassadin	Rumble
Kassadin	Braum
Lissandra	Rek'Sai
Lissandra	Kassadin
Kennen	Lissandra
Lucian	Kassadin
Lee Sin	Rek'Sai
Rek'Sai	Lissandra
Kassadin	Lucian
Lee Sin	Bard
Kennen	Rumble
Kennen	Lee Sin
Hecarim	Braum
Lissandra	Kassadin
Lissandra	Rek'Sai
Kennen	Lucian
Lissandra	Rek'Sai
Hecarim	Rumble
Kassadin	Lee Sin
Hecarim	Lissandra
Kassadin	Lucian
Kennen	Braum
Rek'Sai	Rumble
Lissandra	Lee Sin
Wukong	Quinn
Wukong	Lissandra
Lissandra	Kennen
Lissandra	Alistar
Wukong	Lissandra
Thresh	Kennen
Azir	Lissandra
Gangplank	Azir
Lissandra	Azir
Lee Sin	Thresh
Gangplank	Lee Sin
Gangplank	Alistar
Wukong	Lucian
Wukong	Lucian
Azir	Gangplank
Wukong	Quinn
Wukong	Thresh
Alistar	Quinn
Lissandra	Azir
Lee Sin	Gangplank
Lucian	Kennen
Wukong	Lucian
Wukong	Thresh
Wukong	Lissandra
Quinn	Alistar
Wukong	Quinn
Gangplank	Lee Sin
Wukong	Gangplank
Azir	Thresh
Azir	Quinn
Wukong	Lissandra
Wukong	Lucian
Thresh	Alistar
Gangplank	Kennen
Morgana	Kassadin
Irelia	Darius
Irelia	Rek'Sai
Irelia	Darius
Nidalee	Darius
Bard	Irelia
Kennen	Lucian
Kassadin	Morgana
Nidalee	Bard
Darius	Irelia
Nidalee	Darius
Lucian	Kennen
Nidalee	Morgana
Irelia	Bard
Irelia	Rek'Sai
Nidalee	Bard
Irelia	Rek'Sai
Irelia	Darius
Kennen	Lucian
Kassadin	Bard
Kassadin	Kennen
Nidalee	Darius
Lucian	Bard
Kassadin	Morgana
Rek'Sai	Nidalee
Irelia	Kennen
Irelia	Bard
Irelia	Darius
Nidalee	Morgana
Kassadin	Bard
Lucian	Kennen
Lucian	Vayne
LeBlanc	Varus
Lucian	Bard
Ekko	Riven
Shen	Riven
Riven	Shen
Riven	Ekko
Lucian	LeBlanc
Lee Sin	Shen
Varus	Riven
Ekko	Lee Sin
Vayne	Lucian
Varus	Riven
Lee Sin	Varus
Lee Sin	Alistar
Shen	Lee Sin
Shen	LeBlanc
Shen	Bard
Vayne	Lucian
Varus	Lee Sin
Riven	Ekko
LeBlanc	Varus
Lucian	Bard
Riven	Ekko
Lucian	Bard
Lucian	Vayne
Riven	Lucian
Varus	Riven
Lee Sin	Varus
Shen	Lee Sin
Ekko	Vayne
Ekko	Riven
Lee Sin	Varus
Ekko	Lee Sin
Vayne	Lucian
Varus	LeBlanc
Shen	Vayne
Bard	Alistar
Lee Sin	Varus
Shen	Lee Sin
Riven	Shen
Riven	Lucian
Riven	Ekko
Lucian	Vayne
Lee Sin	Lucian
LeBlanc	Alistar
Ekko	Bard
Riven	Varus
Ekko	Lee Sin
Ekko	LeBlanc
Ekko	Riven
Vayne	Ekko
Varus	Lee Sin
Vayne	Alistar
Shen	Riven
Shen	Bard
Lucian	Vayne
LeBlanc	Ekko
Varus	Lee Sin
LeBlanc	Lucian
LeBlanc	Shen
Riven	Alistar
Riven	Varus
Riven	Ekko
Varus	Lee Sin
LeBlanc	Varus
Riven	Shen
LeBlanc	Lucian
LeBlanc	Alistar
Ekko	LeBlanc
Ekko	Riven
Ekko	Vayne
Ekko	LeBlanc
Riven	Lucian
Bard	Alistar
Riven	Shen
Varus	Lee Sin
Ekko	Bard
Vayne	Ekko
Vayne	Varus
Lucian	Vayne
Lee Sin	Varus
Shen	LeBlanc
Lucian	Bard
Ekko	Lee Sin
Riven	Ekko
Nidalee	Pantheon
Orianna	Yasuo
Nidalee	Pantheon
Pantheon	Orianna
Yasuo	Trundle
Lucian	Yasuo
Tristana	Lucian
Lucian	Tristana
Nidalee	Braum
Nidalee	Yasuo
Zilean	Nidalee
Nidalee	Pantheon
Trundle	Yasuo
Lucian	Zilean
Tristana	Lucian
Nidalee	Tristana
Nidalee	Braum
Orianna	Yasuo
Pantheon	Trundle
Orianna	Pantheon
Lucian	Zilean
Lucian	Tristana
Pantheon	Trundle
Pantheon	Trundle
Lucian	Braum
Gangplank	Tristana
Nidalee	Yasuo
Pantheon	Orianna
Nidalee	Pantheon
Nidalee	Zilean
Lucian	Yasuo
Braum	Orianna
Tristana	Trundle
Lucian	Tristana
Pantheon	Lucian
Pantheon	Nidalee
Gangplank	Braum
Orianna	Pantheon
Orianna	Tristana
Lucian	Braum
Yasuo	Orianna
Yasuo	Nidalee
Zilean	Lucian
Pantheon	Gangplank
Orianna	Braum
Orianna	Tristana
Orianna	Zilean
Lucian	Yasuo
Orianna	Pantheon
Orianna	Pantheon
Nidalee	Yasuo
Orianna	Braum
Tristana	Lucian
Trundle	Tristana
Pantheon	Orianna
Yasuo	Nidalee
Braum	Kalista
Corki	Lulu
Nidalee	Kalista
Tristana	Janna
Tristana	Kalista
Tristana	Janna
Tristana	Kalista
Kalista	Braum
Lee Sin	Nidalee
Lulu	Corki
Lulu	Nidalee
Tristana	Kalista
Lulu	Corki
Tristana	Lee Sin
Fiora	Rammus
Tristana	Kalista
Nidalee	Lee Sin
Lulu	Braum
Tristana	Kalista
Lulu	Corki
Janna	Nidalee
Braum	Lulu
Lee Sin	Tristana
Corki	Lee Sin
Lulu	Corki
Lulu	Braum
Tristana	Lulu
Corki	Lee Sin
Corki	Rammus
Lulu	Fiora
Lee Sin	Tristana
Lee Sin	Nidalee
Kalista	Braum
Lee Sin	Fiora
Corki	Kalista
Lee Sin	Tristana
Lee Sin	Nidalee
Corki	Lee Sin
Lulu	Braum
Corki	Janna
Rammus	Corki
Rammus	Tristana
Rammus	Corki
Fiora	Lee Sin
Lulu	Fiora
Lulu	Braum
Nidalee	Rammus
Lulu	Nidalee
Corki	Kalista
Lee Sin	Corki
Corki	Lee Sin
Rammus	Tristana
Fiora	Rammus
Lee Sin	Tristana
Lulu	Fiora
Lee Sin	Nidalee
Corki	Kalista
Lee Sin	Corki
Lulu	Tristana
Lulu	Braum
Nidalee	Lee Sin
Nidalee	Rammus
Kalista	Nidalee
Kalista	Fiora
Lulu	Corki
Kalista	Braum
Lulu	Tristana
Brand	Fizz
Elise	Riven
Elise	Riven
Ezreal	Tahm Kench
Brand	Fizz
Kindred	Poppy
Kindred	Brand
Tahm Kench	Nami
Riven	Poppy
Fizz	Brand
Kindred	Elise
Elise	Fizz
Ezreal	Miss Fortune
Poppy	Riven
Ezreal	Miss Fortune
Poppy	Riven
Riven	Miss Fortune
Miss Fortune	Ezreal
Poppy	Riven
Poppy	Ezreal
Poppy	Kindred
Kindred	Tahm Kench
Poppy	Fizz
Brand	Riven
Poppy	Nami
Brand	Riven
Nami	Brand
Kindred	Tahm Kench
Fizz	Poppy
Kindred	Miss Fortune
Elise	Kindred
Kindred	Tahm Kench
Riven	Brand
Elise	Fizz
Poppy	Kindred
Poppy	Riven
Poppy	Kindred
Riven	Poppy
Miss Fortune	Nami
Miss Fortune	Fizz
Brand	Ezreal
Brand	Kindred
Elise	Fizz
Poppy	Riven
Brand	Ezreal
Kindred	Brand
Miss Fortune	Kindred
Fizz	Poppy
Tahm Kench	Fizz
Riven	Brand
Poppy	Kindred
Poppy	Fizz
Nami	Tahm Kench
Poppy	Riven
Ezreal	Brand
Brand	Fizz
Poppy	Ezreal
Riven	Brand
Ezreal	Brand
Tahm Kench	Kindred
Ezreal	Poppy
Elise	Nami
Elise	Nami
Poppy	Kindred
Elise	Fizz
Ezreal	Poppy
Miss Fortune	Fizz
Poppy	Kindred
Poppy	Riven
Miss Fortune	Ezreal
Poppy	Nami
Brand	Quinn
Gangplank	Azir
Azir	Elise
Rek'Sai	Gangplank
Quinn	Brand
Rek'Sai	Quinn
Kennen	Tahm Kench
Braum	Elise
Quinn	Brand
Brand	Elise
Quinn	Rek'Sai
Quinn	Brand
Braum	Lucian
Azir	Gangplank
Tahm Kench	Rek'Sai
Brand	Quinn
Elise	Brand
Rek'Sai	Elise
Braum	Lucian
Azir	Gangplank
Brand	Elise
Quinn	Brand
Quinn	Brand
Tahm Kench	Braum
Azir	Tahm Kench
Azir	Elise
Braum	Gangplank
Braum	Quinn
Elise	Kennen
Azir	Tahm Kench
Azir	Lucian
Rek'Sai	Elise
Azir	Gangplank
Lucian	Kennen
Brand	Elise
Quinn	Brand
Gangplank	Rek'Sai
Quinn	Kennen
Kennen	Quinn
Gangplank	Braum
Rek'Sai	Gangplank
Kennen	Tahm Kench
Rek'Sai	Lucian
Rek'Sai	Elise
Braum	Quinn
Wukong	Darius
Lee Sin	Wukong
Vi	Darius
Lee Sin	Wukong
Tristana	Soraka
Tristana	Lucian
Darius	Wukong
Wukong	Darius
Twisted Fate	Tristana
Wukong	Lee Sin
Morgana	Soraka
Tristana	Lucian
Wukong	Darius
Wukong	Lee Sin
Tristana	Lee Sin
Lucian	Morgana
Twisted Fate	Tristana
Vi	Twisted Fate
Wukong	Darius
Vi	Soraka
Vi	Lucian
Lee Sin	Vi
Darius	Wukong
Lee Sin	Wukong
Morgana	Soraka
Wukong	Soraka
Vi	Lee Sin
Wukong	Twisted Fate
Tristana	Lucian
Morgana	Darius
Darius	Wukong
Vi	Soraka
Lee Sin	Vi
Tristana	Lee Sin
Vi	Lucian
Tristana	Soraka
Wukong	Darius
Alistar	Trundle
Lee Sin	Lucian
Kindred	Alistar
Braum	Lee Sin
Karthus	Trundle
Kindred	Gangplank
Ezreal	Lucian
Ezreal	Karthus
Gangplank	Ezreal
Karthus	Lee Sin
LeBlanc	Alistar
Gangplank	LeBlanc
Lucian	Lee Sin
Ezreal	Lucian
Karthus	LeBlanc
Alistar	Kindred
Lucian	Ezreal
Alistar	Trundle
Kindred	Alistar
Karthus	Lee Sin
Gangplank	Trundle
Lucian	Kindred
Gangplank	Kindred
Gangplank	Lee Sin
Ezreal	Gangplank
Alistar	Ezreal
Lucian	LeBlanc
Braum	Kindred
Gangplank	Lee Sin
Alistar	Kindred
Trundle	Karthus
Ezreal	Alistar
Trundle	Lucian
Trundle	Braum
Gangplank	Lee Sin
Gangplank	Trundle
Kindred	Alistar
Gangplank	Ezreal
LeBlanc	Gangplank
LeBlanc	Karthus
Lucian	Trundle
Lucian	Kindred
Lucian	LeBlanc
Alistar	Ezreal
Alistar	Trundle
Kindred	Lucian
LeBlanc	Alistar
Kindred	Braum
Karthus	Trundle
Lucian	Kindred
Gangplank	Ezreal
Lucian	Lee Sin
Karthus	LeBlanc
Rek'Sai	Lucian
Cassiopeia	Lulu
Cassiopeia	Lee Sin
Gangplank	Cassiopeia
Rek'Sai	Gangplank
Lee Sin	Miss Fortune
Lucian	Blitzcrank
Rek'Sai	Gangplank
Rek'Sai	Lucian
Lee Sin	Lissandra
Miss Fortune	Lulu
Kennen	Lissandra
Lulu	Blitzcrank
Lissandra	Lee Sin
Lissandra	Kennen
Lee Sin	Lissandra
Lucian	Rek'Sai
Miss Fortune	Lee Sin
Cassiopeia	Kennen
Cassiopeia	Lulu
Lulu	Cassiopeia
Lissandra	Lee Sin
Lissandra	Kennen
Miss Fortune	Gangplank
Lee Sin	Cassiopeia
Miss Fortune	Lucian
Miss Fortune	Lee Sin
Miss Fortune	Kennen
Cassiopeia	Lucian
Cassiopeia	Lulu
Cassiopeia	Lee Sin
Miss Fortune	Kennen
Miss Fortune	Lucian
Lulu	Cassiopeia
Gangplank	Miss Fortune
Kennen	Lissandra
Blitzcrank	Lee Sin
Blitzcrank	Lucian
Miss Fortune	Lulu
Miss Fortune	Kennen
Lissandra	Gangplank
Dr. Mundo	Talon
Thresh	Vayne
Talon	Kennen
Nidalee	Miss Fortune
Dr. Mundo	Talon
Nidalee	Thresh
Dr. Mundo	Gangplank
Talon	Kennen
Hecarim	Vayne
Nami	Dr. Mundo
Nidalee	Thresh
Talon	Kennen
Hecarim	Talon
Thresh	Vayne
Miss Fortune	Nami
Talon	Kennen
Nidalee	Miss Fortune
Nidalee	Thresh
Dr. Mundo	Gangplank
Nidalee	Kennen
Hecarim	Gangplank
Miss Fortune	Nami
Nidalee	Thresh
Miss Fortune	Nidalee
Nidalee	Miss Fortune
Talon	Dr. Mundo
Dr. Mundo	Talon
Hecarim	Gangplank
Talon	Miss Fortune
Nidalee	Kennen
Thresh	Vayne
Nidalee	Thresh
Dr. Mundo	Nami
Nidalee	Dr. Mundo
Nidalee	Hecarim
Talon	Kennen
Dr. Mundo	Nami
Hecarim	Gangplank
Miss Fortune	Talon
Nidalee	Dr. Mundo
Nidalee	Kennen
Nidalee	Miss Fortune
Dr. Mundo	Talon
Hecarim	Vayne
Kennen	Nami
Nidalee	Thresh
Kennen	Gangplank
Hecarim	Talon
Hecarim	Nidalee
Vayne	Kennen
Miss Fortune	Vayne
Nami	Hecarim
Talon	Miss Fortune
Talon	Kennen
Talon	Thresh
Dr. Mundo	Talon
Miss Fortune	Nami
Dr. Mundo	Gangplank
Thresh	Talon
Hecarim	Nidalee
Talon	Miss Fortune
Miss Fortune	Talon
Nidalee	Hecarim
Vayne	Thresh
Nidalee	Miss Fortune
Gangplank	Kennen
Vayne	Dr. Mundo
Nidalee	Hecarim
Thresh	Talon
Gangplank	Thresh
Viktor	Rengar
Kalista	Karthus
Kalista	Karthus
Braum	Rek'Sai
Kalista	Karthus
Viktor	Brand
Brand	Viktor
Brand	Braum
Kalista	Karthus
Brand	Kalista
Brand	Braum
Braum	Brand
Fiora	Renekton
Rengar	Fiora
Viktor	Karthus
Lee Sin	Brand
Fiora	Rengar
Lee Sin	Rek'Sai
Viktor	Renekton
Kalista	Karthus
Fiora	Rek'Sai
Lee Sin	Karthus
Rengar	Lee Sin
Kalista	Rengar
Kalista	Renekton
Viktor	Rek'Sai
Fiora	Brand
Kalista	Renekton
Kalista	Karthus
Lee Sin	Rek'Sai
Viktor	Brand
Kalista	Renekton
Lee Sin	Rek'Sai
Kennen	Malphite
Blitzcrank	Nami
Lee Sin	Tristana
Miss Fortune	Blitzcrank
Nidalee	Lee Sin
Nidalee	Miss Fortune
Kennen	Malphite
Nami	Tristana
Miss Fortune	Blitzcrank
Nidalee	Lee Sin
Kennen	Malphite
Nidalee	Nami
Nidalee	Miss Fortune
Nidalee	Nami
Nidalee	Lee Sin
Kennen	Malphite
Nidalee	Ezreal
Ezreal	Nidalee
Lee Sin	Morgana
Tristana	Lee Sin
Tristana	Ezreal
Morgana	Miss Fortune
Morgana	Lee Sin
Nidalee	Miss Fortune
Nidalee	Lee Sin
Tristana	Nami
Kennen	Tristana
Nidalee	Miss Fortune
Nidalee	Kennen
Nidalee	Lee Sin
Nidalee	Lee Sin
Tristana	Nami
Nidalee	Ezreal
Kennen	Malphite
Morgana	Kennen
Tristana	Miss Fortune
Nidalee	Lee Sin
Tristana	Lee Sin
Miss Fortune	Malphite
Malphite	Miss Fortune
Tristana	Lee Sin
Nidalee	Kennen
Tristana	Ezreal
Ezreal	Morgana
Tristana	Thresh
Rek'Sai	Tristana
Bard	Thresh
Rek'Sai	Bard
Zed	Ryze
Zed	Thresh
Pantheon	Thresh
Zed	Rek'Sai
Ryze	Zed
Rek'Sai	Zed
Pantheon	Rek'Sai
Ryze	Pantheon
Ezreal	Tristana
Ezreal	Bard
Pantheon	Ryze
Shen	Diana
Zed	Rek'Sai
Pantheon	Ryze
Pantheon	Thresh
Ryze	Diana
Bard	Ryze
Shen	Zed
Shen	Pantheon
Bard	Ezreal
Rek'Sai	Tristana
Bard	Shen
Rek'Sai	Pantheon
Diana	Shen
Rek'Sai	Tristana
Ryze	Pantheon
Tristana	Thresh
Zed	Ezreal
Zed	Shen
Thresh	Diana
Rek'Sai	Pantheon
Rek'Sai	Zed
Tristana	Ryze
Tristana	Thresh
Tristana	Ezreal
Diana	Thresh
Tristana	Rek'Sai
Ryze	Bard
Ryze	Tristana
